,ID,RELATED_ID,YEAR,MONTH,DAY,DPTOMPIO,MPIO_CNMBR,DEPARTMENT,REGION,MODALITY,RESPONSIBLE,RESPONSIBLE_DESCRIPTION,LAND_DISPOSSESSION,THREAT,MEDICAL_MISSION,CONFINEMENT,DISPLACEMENT,EXTORTION,INJURIES,PLUNDER,TORTURE,GENDER_VIOLENCE,SIMULTANEOUS_EVENT,VICTIMS,WEAPONS,LAT,LON
0,100649,CR030032,1998,1,25,25530,PARATEBUENO,CUNDINAMARCA,PIEDEMONTE LLANERO,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,VENTA A BAJO PRECIO.,5.0,FIREARM,4.3748327813,-73.2128272365
1,102446,,2007,10,17,27361,ISTMINA,CHOCO,VALLE DE SAN JUAN,HOAX,POST-DEMOBILIZATION GROUP,LOS RASTROJOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,5.1539464955,-76.6851803224
2,105517,,2005,12,7,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,ASSAULT,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,11.3783267846,-72.24190502
3,105564,,2000,6,18,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,CONTRACT KILLING,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,4.0,FIREARM,11.3783267846,-72.24190502
4,105630,,2002,6,2,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,CONTRACT KILLING,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,11.3783267846,-72.24190502
5,105646,,2002,8,6,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,RETENTION/EXECUTION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,4.0,FIREARM,11.3783267846,-72.24190502
6,106422,,1988,7,12,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ROUTE,PARAMILITARY GROUP,OTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,5.0,NOT AVAILABLE,11.2294335041,-74.1908941206
7,107728,CR036098,2002,3,7,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASSAULT,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,11.2294335041,-74.1908941206
8,108305,,1988,7,12,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ROUTE,PARAMILITARY GROUP,OTRO,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,5.0,FIREARM - BLUNT OBJECT,10.7696471787,-74.0240432215
9,109656,,1995,5,21,47268,EL RETEN,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,ASSAULT,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,10.6106676606,-74.2684560983
10,110073,,1993,2,5,47053,ARACATACA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENTION/EXECUTION,PARAMILITARY GROUP,OTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,5.0,NOT AVAILABLE,10.589800014,-74.1867628365
11,110860,,1997,12,31,47707,SANTA ANA,MAGDALENA,SUR DE MAGDALENA,UNKNOWN,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INTENTO DE OCULTAMIENTO DE CADÁVER,4.0,NOT AVAILABLE,9.321837859,-74.5676576229
12,111718,,2002,4,15,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,CONTRACT KILLING,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,FIREARM,4.1238614996,-73.6270920374
13,11364,,1997,7,3,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,CHECKPOINT,GUERRILLA,ELN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,4.0,BLADE WEAPONS,10.7696471787,-74.0240432215
14,114972,,1988,11,5,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,INTERCEPTION,GUERRILLA,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,3.1257520996,-73.7511667597
15,116780,,2000,5,23,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,INDISCRIMINATE ATTACK,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,1.8071172501,-78.7638541478
16,117105,,2002,5,5,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,CONTRACT KILLING,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,7.9053062946,-72.5082561962
17,117745,,2002,9,16,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,4.0,FIREARM,7.9053062946,-72.5082561962
18,118230,,1999,11,3,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,INDISCRIMINATE ATTACK,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,SEÑALAMIENTO,5.0,FIREARM,7.9053062946,-72.5082561962
19,122674,,2005,7,16,66001,PEREIRA,RISARALDA,EJE CAFETERO,UNKNOWN,UNKNOWN,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM - MECHANICAL ASPHIXIA,4.805680265,-75.7171230555
20,124357,CR046717,2002,5,9,68001,BUCARAMANGA,SANTANDER,PROVINCIA DE SOTO,HOAX,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,7.1162672756,-73.1325981781
21,124761,CR2017124761,1998,2,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASSAULT,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,7.064963864,-73.8499569753
22,124971,,1996,7,13,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,CONTRACT KILLING,UNIDENTIFIED ARMED GROUP,PRESENCIA GAO SIN ATRIBUCIÓN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,7.064963864,-73.8499569753
23,125942,,2000,7,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASSAULT,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,4.0,FIREARM,7.064963864,-73.8499569753
24,126828,,1982,10,17,68190,CIMITARRA,SANTANDER,MAGDALENA MEDIO,UNKNOWN,PARAMILITARY GROUP,MUERTE A SECUESTRADORES (MAS),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,,,7.0,NOT AVAILABLE,6.2390585766,-74.2655213793
25,12727,CR201712727,1998,10,26,86757,SAN MIGUEL,PUTUMAYO,BAJO PUTUMAYO,FALSE POSITIVE,STATE AGENT,EJÉRCITO NACIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,FIREARM,0.3432722044,-76.9124101937
26,128227,CR046280,2000,11,12,68575,PUERTO WILCHES,SANTANDER,MAGDALENA MEDIO,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,4.0,FIREARM,7.3490661438,-73.8993340229
27,128631,CR2017128631,2000,1,30,68655,SABANA DE TORRES,SANTANDER,MAGDALENA MEDIO,ROUTE,PARAMILITARY GROUP,NOT IDENTIFIED,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,5.0,FIREARM,7.3919119442,-73.4990501608
28,129995,,2003,11,15,70235,GALERAS,SUCRE,MORROSQUILLO Y SABANAS DE SUCRE,ASSAULT,ARMED GROUP NOT DIRECTED,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,9.1265059929,-74.8940773523
29,130239,,1998,11,2,70508,OVEJAS,SUCRE,MONTES DE MARIA,ROUTE,PARAMILITARY GROUP,NOT IDENTIFIED,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,NOT AVAILABLE,9.5266872387,-75.2290844408
30,130742,CR2017130742,1996,12,4,70823,SAN JOSE DE TOLUVIEJO,SUCRE,MONTES DE MARIA,INCURSION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,,,12.0,FIREARM - INCENDIARY MATERIAL,9.4518446994,-75.4408217694
31,131982,,2003,11,4,73283,FRESNO,TOLIMA,NORTE DEL TOLIMA,RETENTION/EXECUTION,PARAMILITARY GROUP,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,FIREARM,5.153638261,-75.0356271476
32,133638,,1995,12,7,73870,VILLAHERMOSA,TOLIMA,NORTE DEL TOLIMA,INDISCRIMINATE ATTACK,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,5.030452282,-75.1177291017
33,134262,,1995,4,9,76001,CALI,VALLE DEL CAUCA,SUR DEL VALLE,ASSAULT,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,,4.0,FIREARM,3.4144143046,-76.5215651508
34,135113,,2003,2,10,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ASSAULT,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,3.9983616387,-76.9751927749
35,136809,,2002,2,2,76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,3.3239181063,-76.2345017444
36,137299,,2002,3,1,76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,CONTRACT KILLING,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,3.5205153465,-76.1707140763
37,138992,,1990,6,8,81220,CRAVO NORTE,ARAUCA,LLANOS ORIENTALES,ASSAULT,GUERRILLA,ELN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,4.0,FIREARM,6.3039127525,-70.2042855518
38,139567,,1997,9,29,81736,SARAVENA,ARAUCA,SARARE,CONTRACT KILLING,GUERRILLA,FARC/ELN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,6.9538595698,-71.8723334257
39,142351,,1996,12,19,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,ROUTE,GUERRILLA,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,4.0,FIREARM - EXPLOSIVE DEVICE,0.5050467219,-76.4972728472
40,146874,,1990,11,17,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RESIST RETENTION,GUERRILLA,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,6.246715564,-75.581713332
41,147289,,1997,12,15,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,4.0,FIREARM,6.3433408935,-75.6900389692
42,147789,,1992,3,12,05045,APARTADO,ANTIOQUIA,URABA,UNKNOWN,PARAMILITARY GROUP,NOT IDENTIFIED,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,INTENTO DE RECLUTAMIENTO,7.0,NOT AVAILABLE,7.8834174058,-76.6259606537
43,148318,,1997,11,1,05045,APARTADO,ANTIOQUIA,URABA,UNKNOWN,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,6.0,FIREARM,7.8645650167,-76.6688374609
44,149731,,1993,1,23,05138,CAÑASGORDAS,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,HOAX,ARMED GROUP NOT DIRECTED,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,4.0,FIREARM,6.9212574917,-76.0312652565
45,150107,,1996,0,0,05154,CAUCASIA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,RETENTION/EXECUTION,PARAMILITARY GROUP,BLOQUE CENTRAL BOLÍVAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,4.0,FIREARM,7.9773623332,-75.1982903265
46,152261,,2000,1,23,05467,MONTEBELLO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,FALSE POSITIVE,STATE AGENT - PARAMILITARY GROUP,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,OCULTAMIENTO DE CADÁVER,4.0,FIREARM,5.9177299768,-75.5463594949
47,156825,CR036021,1995,11,15,13001,CARTAGENA DE INDIAS,BOLIVAR,CANAL DEL DIQUE,ROUTE,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,6.0,FIREARM,10.3849855226,-75.496431028
48,157270,,1994,9,6,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,ROUTE,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,9.5821338414,-75.0356884157
49,157579,,1996,5,30,13654,SAN JACINTO,BOLIVAR,MONTES DE MARIA,UNKNOWN,PARAMILITARY GROUP,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,7.0,FIREARM,9.80481703,-75.2073623969
50,157739,,1998,6,24,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,ROUTE,PARAMILITARY GROUP,BLOQUE CENTRAL BOLÍVAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,5.0,FIREARM,7.6795429694,-73.8633877439
51,158895,,2002,4,27,18410,LA MONTAÑITA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,RETENTION/EXECUTION,GUERRILLA,FARC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,,4.0,FIREARM,1.2234283586,-75.3239094358
52,160518,CR021640,1999,6,20,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,RETENTION/EXECUTION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,5.0,NOT AVAILABLE,10.2239374001,-73.4914710245
53,161485,,1996,11,23,20383,LA GLORIA,CESAR,MAGDALENA MEDIO,UNKNOWN,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,4.0,FIREARM,8.6117471847,-73.6355900605
54,162360,,1989,11,10,23580,PUERTO LIBERTADOR,CORDOBA,ALTO SINU Y SAN JORGE,FALSE POSITIVE,STATE AGENT,EJÉRCITO NACIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,7.7816047298,-75.7795248971
55,162668,,1991,6,30,23855,VALENCIA,CORDOBA,URABA,RETENTION/EXECUTION,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,4.0,FIREARM,8.1754607694,-76.1701832065
56,163072,,1986,8,3,25885,YACOPI,CUNDINAMARCA,MAGDALENA MEDIO,ROUTE,GUERRILLA,FARC,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,5.5942403123,-74.3894639886
57,164085,,2000,12,5,44090,DIBULLA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,,4.0,BLADE WEAPONS - FIREARM,11.2715694012,-73.3076197893
58,164509,,2006,4,2,44650,SAN JUAN DEL CESAR,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,FALSE POSITIVE,STATE AGENT,EJÉRCITO NACIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,10.7474282296,-73.029230558
59,170331,,1998,10,16,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,INDISCRIMINATE ATTACK,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,FIREARM,7.064963864,-73.8499569753
60,172143,,1995,12,7,70708,SAN MARCOS,SUCRE,LA MOJANA,INTERCEPTION,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,5.0,FIREARM,8.6651024544,-75.2084841455
61,172225,,1997,3,19,70713,SAN ONOFRE,SUCRE,MONTES DE MARIA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,9.8975675309,-75.5730280034
62,172612,CR016033,2000,1,21,73067,ATACO,TOLIMA,SUR DEL TOLIMA,UNKNOWN,GUERRILLA,FARC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,4.0,NOT AVAILABLE,3.3978163126,-75.6068795725
63,174815,,2009,10,2,81736,SARAVENA,ARAUCA,SARARE,RETENTION/EXECUTION,GUERRILLA,ELN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,5.0,FIREARM,7.0326278207,-71.6973709647
64,177031,CR042069,1996,11,22,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,7.0,FIREARM - BLUNT OBJECT,10.5575217863,-73.181549305
65,177169,CR2017177169,2001,10,26,73483,NATAGAIMA,TOLIMA,SUR DEL TOLIMA,INCURSION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,OCULTAMIENTO DE CADÁVER,10.0,FIREARM - EXPLOSIVE DEVICE,3.6248585376,-75.0934780032
66,177229,,2001,2,27,68271,FLORIAN,SANTANDER,PROVINCIA DE VELEZ,CITATION,PARAMILITARY GROUP,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,FIREARM,5.8046663683,-73.9714230675
67,179433,,2001,8,14,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ROUTE,PARAMILITARY GROUP,BLOQUE CENTRAL BOLÍVAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEÑALAMIENTO,6.0,FIREARM,1.8071172501,-78.7638541478
68,181197,,1999,6,15,05690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,4.0,BLADE WEAPONS - FIREARM - BLUNT OBJECT,6.4748432929,-75.1677837076
69,181342,,2000,3,26,05893,YONDO,ANTIOQUIA,MAGDALENA MEDIO,INCURSION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,,,5.0,FIREARM,7.0039407344,-73.9124579456
70,181507,CR2017181507,2005,4,6,13458,MONTECRISTO,BOLIVAR,LA MOJANA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,,OCULTAMIENTO DE CADÁVER,7.0,BLUNT OBJECT,8.0653122567,-74.5861244421
71,182209,,2001,11,2,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,ASSAULT,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,VENTA A BAJO PRECIO,7.0,FIREARM,8.7451325909,-75.8755779091
72,183853,,2003,4,2,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,4.0,FIREARM,9.6799570978,-75.3411665787
73,184027,,2002,5,13,17524,PALESTINA,CALDAS,EJE CAFETERO,RETENTION/EXECUTION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,,4.0,FIREARM,5.1110538432,-75.7029286527
74,184609,,1988,4,19,50573,PUERTO LOPEZ,META,ALTILLANURA,RETENTION/EXECUTION,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,4.0,FIREARM,4.0567892538,-73.0478945239
75,184670,,2002,3,16,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,UNKNOWN,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,FIREARM,8.6395488525,-72.7359186314
76,185200,,2001,5,26,20178,CHIRIGUANA,CESAR,SERRANIA DEL PERIJA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,NOT AVAILABLE,9.3611896107,-73.6001444386
77,18840,CR049009,2002,9,23,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,FALSE POSITIVE,STATE AGENT - PARAMILITARY GROUP,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,4.0,FIREARM,11.3783267846,-72.24190502
78,205443,,2006,5,6,18205,CURILLO,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ASSAULT,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,BLADE WEAPONS - FIREARM,1.0334737476,-75.9192043462
79,208520,,2004,7,1,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,RETENTION/EXECUTION,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,,4.0,NOT AVAILABLE,5.3276126513,-72.396915159
80,210267,,2000,9,24,05649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ASSAULT,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,NOT AVAILABLE,6.1879915689,-74.9879525625
81,218398,,1989,11,13,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,RETENTION/EXECUTION,UNIDENTIFIED ARMED GROUP,DO NOT APPLY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,NOT AVAILABLE,8.3846554502,-73.6091641207
82,223435,CR2017223435,1992,9,14,17614,RIOSUCIO,CALDAS,EJE CAFETERO,RETENTION/EXECUTION,ARMED GROUP NOT DIRECTED,DO NOT APPLY,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,4.0,NOT AVAILABLE,5.4236809131,-75.7020697129
83,224424,,1993,3,20,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,UNKNOWN,UNIDENTIFIED ARMED GROUP,PRESENCIA GAO SIN ATRIBUCIÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,NOT AVAILABLE,8.3103369584,-73.599028585
84,227790,,1995,2,7,05044,ANZA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,INTERCEPTION,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,OCULTAMIENTO DE CADÁVER,5.0,NOT AVAILABLE,6.3026583592,-75.8544415828
85,229638,CR2017229638,1996,11,17,20032,ASTREA,CESAR,SERRANIA DEL PERIJA,ROUTE,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,4.0,FIREARM,9.4981611076,-73.9758637993
86,231678,,1996,10,4,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,RETENTION/EXECUTION,PARAMILITARY GROUP,NOT IDENTIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,NOT AVAILABLE,8.3103369584,-73.599028585
87,232758,,1997,1,25,05490,NECOCLI,ANTIOQUIA,URABA,RETENTION/EXECUTION,PARAMILITARY GROUP,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,,OCULTAMIENTO DE CADÁVER,8.0,NOT AVAILABLE,8.4261359835,-76.7845744975
