,ID,DPTOMPIO,MPIO_CNMBR,DEPARTMENT,YEAR,MONTH,DAY,ID,GENDER,ETHNICITY,OCCUPATION,ROBBER,ALARM,COOK,COMMANDER,FIGHTER,ACCOUNTING,TRAINING,SHOOTING GUARD,EXTORTION,WEAPON MANUFACTURING,MANUFACTURE-PLANTING OF MINES,GUARD,INFORMANT,PATROLMAN,RADIO OPERATIONS,COCA PICKER,HEALTH SERVICES,CONTRACT KILLER,ORGANIZATIONAL WORK,DRUG TRAFFICKING,WEAPONS TRANSPORT,NO INFO,OTHER,AGE,LAT,LON
2408,304283,76364,JAMUNDI,VALLE DEL CAUCA,2001,6,1,345715,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2409,304285,76364,JAMUNDI,VALLE DEL CAUCA,2002,1,25,345717,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2410,304286,76364,JAMUNDI,VALLE DEL CAUCA,2002,2,19,345718,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,3.2622757602,-76.5424587285
2411,304287,76364,JAMUNDI,VALLE DEL CAUCA,2002,4,16,345719,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2412,304288,76364,JAMUNDI,VALLE DEL CAUCA,2002,5,23,345720,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2413,304289,76364,JAMUNDI,VALLE DEL CAUCA,2002,8,28,345721,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2414,304290,76364,JAMUNDI,VALLE DEL CAUCA,2002,11,6,345722,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2415,304291,76364,JAMUNDI,VALLE DEL CAUCA,2003,6,11,345723,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2416,304292,76364,JAMUNDI,VALLE DEL CAUCA,2004,1,1,345724,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,INFANCIA (6-11),3.2622757602,-76.5424587285
2417,304293,76364,JAMUNDI,VALLE DEL CAUCA,2004,4,21,345725,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,3.2622757602,-76.5424587285
2418,304294,76364,JAMUNDI,VALLE DEL CAUCA,2005,7,7,345726,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2419,304295,76364,JAMUNDI,VALLE DEL CAUCA,2005,10,18,345727,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2420,304296,76364,JAMUNDI,VALLE DEL CAUCA,2006,2,17,345728,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2421,304297,76364,JAMUNDI,VALLE DEL CAUCA,0,0,0,345729,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2422,304298,76364,JAMUNDI,VALLE DEL CAUCA,0,0,0,345730,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2423,304299,76364,JAMUNDI,VALLE DEL CAUCA,2011,6,1,345731,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INFANCIA (6-11),3.2622757602,-76.5424587285
2424,304300,76364,JAMUNDI,VALLE DEL CAUCA,0,0,0,345732,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2425,304301,76364,JAMUNDI,VALLE DEL CAUCA,0,0,0,345733,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2426,304302,76364,JAMUNDI,VALLE DEL CAUCA,0,0,0,345734,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2427,304303,76364,JAMUNDI,VALLE DEL CAUCA,0,0,0,345735,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.2622757602,-76.5424587285
2428,304304,76306,GINEBRA,VALLE DEL CAUCA,0,0,0,345736,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,3.7241811473,-76.2680678884
2429,304305,76306,GINEBRA,VALLE DEL CAUCA,0,0,0,345737,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.7241811473,-76.2680678884
2430,304306,76275,FLORIDA,VALLE DEL CAUCA,2001,9,27,345738,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2431,304307,76275,FLORIDA,VALLE DEL CAUCA,2002,6,7,345739,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2432,304308,76275,FLORIDA,VALLE DEL CAUCA,2003,7,29,345740,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2433,304309,76275,FLORIDA,VALLE DEL CAUCA,2004,8,1,345741,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2434,304309,76275,FLORIDA,VALLE DEL CAUCA,2004,8,1,345742,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2435,304311,76275,FLORIDA,VALLE DEL CAUCA,2004,12,14,345743,FEMALE,INDIGENOUS,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2436,304312,76275,FLORIDA,VALLE DEL CAUCA,2004,12,18,345744,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2437,304313,76275,FLORIDA,VALLE DEL CAUCA,2004,12,30,345745,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2438,304314,76275,FLORIDA,VALLE DEL CAUCA,2006,7,1,345746,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2439,304315,76275,FLORIDA,VALLE DEL CAUCA,2006,12,4,345747,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2440,304316,76275,FLORIDA,VALLE DEL CAUCA,2007,12,6,345748,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2441,304317,76275,FLORIDA,VALLE DEL CAUCA,2008,1,1,345749,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2442,304318,76275,FLORIDA,VALLE DEL CAUCA,2010,5,1,345750,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2443,304319,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345751,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,URBANO,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2444,304320,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345752,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2445,304321,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345753,MALE,INDIGENOUS,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2446,304322,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345754,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2447,304323,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345755,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2448,304324,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345756,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2449,304325,76275,FLORIDA,VALLE DEL CAUCA,2013,11,5,345757,MALE,AFRO-COLOMBIAN,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2450,304326,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345758,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2451,304327,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345759,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2452,304328,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345760,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2453,304329,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345761,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2454,304330,76275,FLORIDA,VALLE DEL CAUCA,0,0,0,345762,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.3239181063,-76.2345017444
2455,304331,76250,EL DOVIO,VALLE DEL CAUCA,2007,10,1,345763,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.510452885,-76.2370841098
2456,304332,76250,EL DOVIO,VALLE DEL CAUCA,2005,1,1,345764,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADOLESCENCIA (12-17),4.510452885,-76.2370841098
2457,304333,76250,EL DOVIO,VALLE DEL CAUCA,0,0,0,345765,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.510452885,-76.2370841098
2458,304334,76248,EL CERRITO,VALLE DEL CAUCA,2000,12,1,345766,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,INFANCIA (6-11),3.6842589413,-76.3117255356
2459,304335,76248,EL CERRITO,VALLE DEL CAUCA,0,0,0,345767,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6842589413,-76.3117255356
2460,304336,76248,EL CERRITO,VALLE DEL CAUCA,2004,11,13,345768,,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRINDAR INFORMACIÓN SOBRE SI SU FAMILIA HACÍA PART,,3.7286561253,-76.0771381506
2461,304338,76243,EL AGUILA,VALLE DEL CAUCA,2003,6,1,345770,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,INFANCIA (6-11),4.9096133401,-76.0412990681
2462,304339,76243,EL AGUILA,VALLE DEL CAUCA,2005,4,22,345771,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.9096133401,-76.0412990681
2463,304340,76243,EL AGUILA,VALLE DEL CAUCA,2007,3,1,345772,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.9096133401,-76.0412990681
2464,304341,76243,EL AGUILA,VALLE DEL CAUCA,0,0,0,345773,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.9096133401,-76.0412990681
2465,304342,76233,DAGUA,VALLE DEL CAUCA,2002,0,0,345774,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2466,304343,76233,DAGUA,VALLE DEL CAUCA,2002,4,16,345775,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2467,304344,76233,DAGUA,VALLE DEL CAUCA,2004,3,16,345776,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2468,304345,76233,DAGUA,VALLE DEL CAUCA,2004,10,21,345777,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2469,304346,76233,DAGUA,VALLE DEL CAUCA,2004,11,10,345778,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2470,304347,76233,DAGUA,VALLE DEL CAUCA,2005,11,11,345779,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2471,304348,76233,DAGUA,VALLE DEL CAUCA,2004,1,5,345780,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2472,304349,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345781,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2473,304350,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345782,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2474,304351,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345783,MALE,AFRO-COLOMBIAN,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2475,304352,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345784,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2476,304353,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345785,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2477,304354,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345786,FEMALE,INDIGENOUS,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2478,304355,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345787,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2479,304356,76233,DAGUA,VALLE DEL CAUCA,0,0,0,345788,MALE,AFRO-COLOMBIAN,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.6573084845,-76.6888710079
2480,304357,76147,CARTAGO,VALLE DEL CAUCA,2002,12,2,345789,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.7587550976,-75.9422640436
2481,304358,76147,CARTAGO,VALLE DEL CAUCA,2009,6,29,345790,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.7587550976,-75.9422640436
2482,304359,76147,CARTAGO,VALLE DEL CAUCA,0,0,0,345791,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),4.7587550976,-75.9422640436
2483,304361,76130,CANDELARIA,VALLE DEL CAUCA,2006,1,20,345793,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.4077664656,-76.3464289066
2484,304362,76130,CANDELARIA,VALLE DEL CAUCA,0,0,0,345794,FEMALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.4077664656,-76.3464289066
2485,304363,76126,CALIMA,VALLE DEL CAUCA,2004,12,18,345795,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.9335244627,-76.4843917469
2486,304363,76126,CALIMA,VALLE DEL CAUCA,2004,12,18,345796,MALE,,NO INFORMATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,ADOLESCENCIA (12-17),3.9335244627,-76.4843917469
